player_id,frames_seen,team,total_distance_m,avg_speed_kmh,max_speed_kmh,avg_accel_ms2,touches,high_intensity,jog,sprint,walk/stand,possession_time_s,passes_made,passes_received,turnovers_won,turnovers_lost,sprint_count
1,54,0,30.04326012358069,51.01685681362759,122.81034708023073,11.943760811228234,0.0,6.820283081382513,1.106575023382902,30.04326012358069,0.0368968807160854,0.0,0,0,0,0,2
2,54,0,32.28095778822899,54.81672077246432,87.2758412361145,7.286046297763878,0.0,4.13036373257637,3.8748524487018585,32.28095778822899,,0.0,0,0,0,0,2
3,54,1,27.95148327946663,47.464782927396165,90.33870935440063,5.3510511786026775,0.0,11.427242815494536,3.0770884603261948,27.95148327946663,0.01160479336977,0.0,0,0,0,0,3
4,54,0,24.08053485304117,40.89147427874916,74.56761002540588,4.706738850558704,0.0,17.997634895145893,3.1107418313622475,24.08053485304117,0.052807979285717,0.0,0,0,0,0,4
5,54,1,23.34554898366332,39.64338506659809,74.39400672912598,0.6125551068557883,0.0,8.667557623237371,17.624287512153387,23.34554898366332,8.22493415698409,0.0,0,0,0,0,2
6,54,1,15.634799480438232,26.54965949508379,58.914635181427,0.0737160268538403,0.0,15.255681976675987,15.541802145540714,14.785454452037811,15.634799480438232,0.0,0,0,0,0,1
7,54,1,17.0523099451093,28.956752736978057,71.66109323501587,-1.0249384169308644,0.0,16.6635581998853,12.39422038185876,17.0523099451093,2.058312557521276,0.0,0,0,0,0,2
8,54,0,30.251322215422988,51.370169799774885,110.41871309280396,3.157593309879303,0.0,4.813054686412215,3.5513138826936483,30.251322215422988,2.923762580379844,0.0,0,0,0,0,1
9,54,0,27.555423200130463,46.79222807569324,75.18748462200165,-4.277318224029721,0.0,27.555423200130463,0.0,27.3194532096386,,0.0,0,0,0,0,3
10,54,0,17.918391451239586,30.42745718135024,59.52889859676361,-0.0550977463992136,0.0,17.293752267956734,16.66350346803665,17.918391451239586,16.520906284451485,0.0,0,0,0,0,2
11,54,1,17.352198503911495,29.46599745947235,63.8556718826294,-0.4316736364139701,0.0,13.74731370806694,17.352198503911495,17.17932941764593,16.846386097371578,0.0,0,0,0,0,3
12,22,1,1.8243348975665867,7.818578132428229,31.009342968463898,9.03542386367917,0.0,1.2690980695188046,0.8337891437113285,1.8243348975665867,1.4797866423614323,0.0,0,0,0,0,0
13,54,0,28.6111169308424,48.584915542939925,117.1359086036682,1.8623358798476888,0.0,7.247428059577942,9.69137705862522,28.6111169308424,4.043077498674393,0.0,0,0,0,0,2
14,54,0,28.269800581038,48.00532174138528,124.44619417190552,9.43737499907894,0.0,9.432364113628864,5.308923728764057,28.269800581038,0.0765916630625724,0.0,0,0,0,0,2
15,54,0,13.699913039803503,23.264003275138027,52.82133221626282,-0.5164268022438265,0.0,12.93086677789688,13.235430993139744,13.699913039803503,13.321113958954813,0.0,0,0,0,0,1
16,54,1,14.453240249305964,24.543238159198808,53.30210208892822,-0.2985598765454202,0.0,9.467174556106327,14.27921713516116,14.086202960461378,14.453240249305964,0.0,0,0,0,0,2
17,54,1,24.47901701182127,41.568142095545554,124.94768142700195,0.3928623496080344,11.0,7.909971654415131,24.47901701182127,24.222152769565582,24.330379091203213,0.0,0,1,0,0,2
18,54,1,13.758133575320244,23.36286833544947,48.84795606136322,-0.5133225108092686,21.0,13.45041111111641,13.64827823638916,11.168809607625008,13.758133575320244,0.0,1,0,0,0,1
19,54,1,16.949146773666143,28.78156999301798,58.99832010269165,2.315751285696367,0.0,16.949146773666143,16.074151311069727,15.692935843020678,16.461770486086607,0.0,0,0,0,0,2
20,54,0,21.59156315773725,36.66491856974251,89.4385278224945,-1.449151632358443,0.0,21.309788160026077,21.03256993740797,21.59156315773725,20.144641183316708,0.0,0,0,0,0,3
21,54,1,32.42872216552496,55.06764141315559,140.72883367538452,3.457454226489337,0.0,8.945686422288418,6.020842529833317,32.42872216552496,3.0009590461850166,0.0,0,0,0,0,3
